ID Mascarado;Cargo;Idade;Tempo de Empresa;Gênero;Planta Base Origem;Salário Mensal
44833;Operador de Empilhadeira;30;11;Masculino;Planta C - São Paulo;3295
44834;Operador de Máquinas I;51;24;Masculino;Planta C - São Paulo;3431
44835;Montador de Carros I;23;4;Masculino;Planta E - São Paulo;2381
44836;Montador de Carros I;33;12;Masculino;Planta B - Rio de Janeiro;2401
44837;Técnico de Qualidade II;46;20;Feminino;Planta B - Rio de Janeiro;3776
44838;Operador de Máquinas II;19;1;Masculino;Planta B - Rio de Janeiro;3112
44839;Engenheiro de Produção Sênior;35;2;Feminino;Planta B - Rio de Janeiro;12966
44840;Montador de Carros II;23;0;Feminino;Planta B - Rio de Janeiro;3279
44841;Operador de Máquinas I;20;0;Feminino;Planta A - Bahia;2875
44842;Montador de Carros I;48;15;Feminino;Planta C - São Paulo;2544
44843;Operador de Máquinas I;60;40;Masculino;Planta E - São Paulo;2262
44844;Montador de Carros I;20;2;Masculino;Planta B - Rio de Janeiro;3238
44845;Montador de Carros II;45;25;Masculino;Planta B - Rio de Janeiro;4971
44846;Operador de Máquinas I;51;30;Masculino;Planta C - São Paulo;2370
44847;Montador de Carros II;57;33;Masculino;Planta C - São Paulo;3350
44848;Montador de Carros II;60;31;Feminino;Planta C - São Paulo;4753
44849;Montador de Carros II;62;30;Masculino;Planta E - São Paulo;4073
44850;Montador de Carros I;48;15;Masculino;Planta E - São Paulo;3157
44851;Montador de Carros II;27;3;Masculino;Planta B - Rio de Janeiro;3907
44852;Operador de Máquinas II;40;5;Masculino;Planta D - Rio Grande do Sul;4889
44853;Técnico de Qualidade I;34;9;Masculino;Planta A - Bahia;2004
44854;Técnico de Qualidade II;33;1;Feminino;Planta B - Rio de Janeiro;3704
44855;Técnico de Qualidade I;33;11;Feminino;Planta D - Rio Grande do Sul;2853
44856;Montador de Carros II;48;26;Masculino;Planta D - Rio Grande do Sul;3915
44857;Engenheiro de Produção Sênior;41;16;Masculino;Planta C - São Paulo;12181
44858;Montador de Carros I;49;25;Feminino;Planta C - São Paulo;2022
44859;Montador de Carros II;44;25;Masculino;Planta E - São Paulo;3788
44860;Montador de Carros II;26;5;Masculino;Planta C - São Paulo;4381
44861;Montador de Carros II;46;13;Masculino;Planta B - Rio de Janeiro;3300
44862;Montador de Carros II;55;33;Feminino;Planta D - Rio Grande do Sul;4877
44863;Operador de Máquinas II;47;22;Masculino;Planta A - Bahia;4862
44864;Montador de Carros II;29;4;Masculino;Planta C - São Paulo;4418
44865;Montador de Carros II;28;2;Masculino;Planta D - Rio Grande do Sul;4196
44866;Montador de Carros II;28;2;Feminino;Planta A - Bahia;4403
44867;Montador de Carros I;22;2;Feminino;Planta A - Bahia;2588
44868;Montador de Carros II;56;23;Feminino;Planta A - Bahia;4820
44869;Técnico de Manutenção Industrial II;47;29;Feminino;Planta B - Rio de Janeiro;3351
44870;Técnico de Robótica Especialista;27;7;Masculino;Planta C - São Paulo;2273
44871;Operador de Máquinas I;48;23;Feminino;Planta A - Bahia;2511
44872;Operador de Máquinas II;52;24;Masculino;Planta E - São Paulo;4929
44873;Montador de Carros I;23;2;Feminino;Planta C - São Paulo;3170
44874;Engenheiro de Produção Sênior;41;0;Masculino;Planta B - Rio de Janeiro;12550
44875;Montador de Carros I;25;3;Masculino;Planta C - São Paulo;3208
44876;Montador de Carros I;53;27;Feminino;Planta C - São Paulo;3088
44877;Montador de Carros I;51;17;Masculino;Planta E - São Paulo;2790
44878;Técnico de Robótica I;24;6;Feminino;Planta A - Bahia;3087
44879;Montador de Carros I;40;8;Masculino;Planta C - São Paulo;2050
44880;Montador de Carros II;43;23;Masculino;Planta B - Rio de Janeiro;3610
44881;Montador de Carros II;37;9;Masculino;Planta C - São Paulo;3775
44882;Montador de Carros I;20;2;Masculino;Planta D - Rio Grande do Sul;3363
44883;Operador de Máquinas I;40;6;Feminino;Planta D - Rio Grande do Sul;2393
44884;Montador de Carros II;49;24;Feminino;Planta E - São Paulo;4561
44885;Montador de Carros II;55;22;Masculino;Planta B - Rio de Janeiro;3939
44886;Montador de Carros I;55;28;Masculino;Planta D - Rio Grande do Sul;2034
44887;Montador de Carros I;56;38;Feminino;Planta D - Rio Grande do Sul;3203
44888;Operador de Máquinas II;25;3;Masculino;Planta D - Rio Grande do Sul;4506
44889;Operador de Máquinas I;47;20;Feminino;Planta C - São Paulo;1971
44890;Operador de Máquinas I;50;24;Masculino;Planta C - São Paulo;3131
44891;Operador de Máquinas II;21;1;Masculino;Planta C - São Paulo;3701
44892;Montador de Carros II;30;5;Feminino;Planta E - São Paulo;3199
44893;Montador de Carros II;54;30;Masculino;Planta E - São Paulo;3892
44894;Montador de Carros II;59;39;Masculino;Planta C - São Paulo;4976
44895;Operador de Máquinas I;60;38;Feminino;Planta E - São Paulo;2603
44896;Montador de Carros II;51;25;Feminino;Planta E - São Paulo;3104
44897;Operador de Máquinas I;39;13;Feminino;Planta E - São Paulo;2313
44898;Montador de Carros II;34;8;Feminino;Planta E - São Paulo;3852
44899;Técnico de Robótica Especialista;53;24;Masculino;Planta E - São Paulo;3341
44900;Montador de Carros II;23;2;Masculino;Planta A - Bahia;3694
44901;Operador de Máquinas II;33;1;Feminino;Planta A - Bahia;3191
44902;Engenheiro de Produção Jr;26;1;Feminino;Planta E - São Paulo;4373
44903;Operador de Máquinas II;46;22;Feminino;Planta E - São Paulo;3485
44904;Operador de Máquinas II;20;2;Masculino;Planta E - São Paulo;4167
44905;Montador de Carros I;26;3;Masculino;Planta B - Rio de Janeiro;3074
44906;Operador de Máquinas I;50;17;Feminino;Planta D - Rio Grande do Sul;3462
44907;Montador de Carros II;61;39;Feminino;Planta B - Rio de Janeiro;3679
44908;Montador de Carros I;46;27;Masculino;Planta A - Bahia;2723
44909;Operador de Máquinas I;64;46;Masculino;Planta A - Bahia;2958
44910;Engenheiro de Produção Jr;23;3;Masculino;Planta E - São Paulo;5061
44911;Operador de Máquinas II;45;26;Feminino;Planta C - São Paulo;3817
44912;Operador de Máquinas II;58;27;Masculino;Planta C - São Paulo;3696
44913;Montador de Carros I;19;1;Masculino;Planta B - Rio de Janeiro;3019
44914;Montador de Carros II;34;14;Masculino;Planta C - São Paulo;4532
44915;Montador de Carros II;23;0;Masculino;Planta A - Bahia;4194
44916;Operador de Máquinas II;64;41;Masculino;Planta B - Rio de Janeiro;4809
44917;Engenheiro de Produção Jr;25;4;Feminino;Planta A - Bahia;5074
44918;Montador de Carros II;44;26;Masculino;Planta D - Rio Grande do Sul;4550
44919;Técnico de Robótica I;24;6;Masculino;Planta C - São Paulo;2134
44920;Operador de Máquinas II;31;2;Feminino;Planta E - São Paulo;3213
44921;Montador de Carros II;64;37;Masculino;Planta A - Bahia;4744
44922;Engenheiro de Produção Jr;30;1;Feminino;Planta E - São Paulo;3938
44923;Montador de Carros I;24;3;Masculino;Planta C - São Paulo;2725
44924;Técnico de Qualidade I;21;1;Masculino;Planta A - Bahia;2854
44925;Operador de Máquinas II;21;1;Masculino;Planta B - Rio de Janeiro;4589
44926;Montador de Carros I;55;21;Masculino;Planta B - Rio de Janeiro;3428
44927;Operador de Máquinas I;64;29;Masculino;Planta E - São Paulo;3456
44928;Operador de Máquinas II;23;4;Masculino;Planta B - Rio de Janeiro;3326
44929;Montador de Carros II;53;34;Masculino;Planta E - São Paulo;3665
44930;Montador de Carros I;38;20;Feminino;Planta B - Rio de Janeiro;2429
44931;Montador de Carros II;60;41;Feminino;Planta E - São Paulo;4183
44932;Montador de Carros I;48;26;Feminino;Planta C - São Paulo;2207
44933;Operador de Máquinas II;51;16;Masculino;Planta D - Rio Grande do Sul;4800
44934;Montador de Carros II;52;31;Masculino;Planta E - São Paulo;4162
44935;Operador de Máquinas II;38;16;Feminino;Planta C - São Paulo;4310
44936;Operador de Máquinas II;65;45;Feminino;Planta B - Rio de Janeiro;4104
44937;Montador de Carros I;34;12;Feminino;Planta C - São Paulo;2723
44938;Montador de Carros II;55;34;Feminino;Planta C - São Paulo;3738
44939;Montador de Carros II;45;14;Feminino;Planta E - São Paulo;3183
44940;Operador de Máquinas II;31;1;Feminino;Planta A - Bahia;4858
44941;Operador de Máquinas II;29;9;Feminino;Planta B - Rio de Janeiro;4862
44942;Montador de Carros II;33;5;Feminino;Planta A - Bahia;4205
44943;Montador de Carros II;31;7;Masculino;Planta A - Bahia;4425
44944;Montador de Carros II;37;4;Masculino;Planta B - Rio de Janeiro;3337
44945;Montador de Carros I;28;4;Feminino;Planta D - Rio Grande do Sul;3344
44946;Montador de Carros II;46;28;Masculino;Planta D - Rio Grande do Sul;4322
44947;Montador de Carros I;40;9;Masculino;Planta B - Rio de Janeiro;2056
44948;Montador de Carros I;42;12;Feminino;Planta E - São Paulo;3335
44949;Operador de Máquinas II;27;5;Feminino;Planta C - São Paulo;3308
44950;Engenheiro de Produção Sênior;46;13;Masculino;Planta C - São Paulo;11963
44951;Operador de Máquinas II;63;31;Masculino;Planta C - São Paulo;4431
44952;Operador de Máquinas I;50;31;Masculino;Planta C - São Paulo;2681
44953;Montador de Carros II;39;18;Feminino;Planta B - Rio de Janeiro;3849
44954;Operador de Máquinas II;64;40;Masculino;Planta C - São Paulo;4928
44955;Montador de Carros II;51;16;Masculino;Planta E - São Paulo;4764
44956;Operador de Máquinas I;63;41;Feminino;Planta B - Rio de Janeiro;2674
44957;Operador de Máquinas II;55;24;Masculino;Planta C - São Paulo;4051
44958;Operador de Máquinas I;57;23;Masculino;Planta C - São Paulo;2784
44959;Operador de Máquinas II;18;0;Feminino;Planta C - São Paulo;3876
44960;Montador de Carros I;18;0;Masculino;Planta C - São Paulo;1935
44961;Técnico de Qualidade I;52;20;Feminino;Planta C - São Paulo;3200
44962;Montador de Carros I;47;26;Masculino;Planta C - São Paulo;1916
44963;Montador de Carros I;28;9;Feminino;Planta E - São Paulo;2564
44964;Operador de Máquinas I;24;5;Feminino;Planta C - São Paulo;2580
44965;Montador de Carros I;60;27;Masculino;Planta C - São Paulo;2114
44966;Montador de Carros II;19;1;Masculino;Planta A - Bahia;3786
44967;Montador de Carros II;62;27;Feminino;Planta E - São Paulo;4173
44968;Montador de Carros I;43;20;Masculino;Planta D - Rio Grande do Sul;1808
44969;Engenheiro de Produção Sênior;48;12;Masculino;Planta C - São Paulo;12540
44970;Montador de Carros II;24;3;Feminino;Planta B - Rio de Janeiro;4984
44971;Operador de Máquinas II;38;19;Feminino;Planta B - Rio de Janeiro;4500
44972;Montador de Carros I;20;2;Feminino;Planta C - São Paulo;2341
44973;Operador de Máquinas I;39;13;Masculino;Planta D - Rio Grande do Sul;3017
44974;Técnico de Robótica Especialista;33;10;Masculino;Planta B - Rio de Janeiro;2062
44975;Operador de Máquinas I;44;9;Masculino;Planta D - Rio Grande do Sul;2184
44976;Operador de Máquinas II;24;4;Masculino;Planta E - São Paulo;3253
44977;Engenheiro de Produção Jr;23;3;Masculino;Planta E - São Paulo;3869
44978;Montador de Carros I;35;3;Feminino;Planta E - São Paulo;2844
44979;Operador de Máquinas I;61;37;Masculino;Planta E - São Paulo;2660
44980;Montador de Carros I;48;27;Masculino;Planta C - São Paulo;2039
44981;Montador de Carros I;50;19;Feminino;Planta C - São Paulo;2162
44982;Operador de Máquinas I;34;8;Feminino;Planta A - Bahia;2366
44983;Técnico de Qualidade II;22;1;Feminino;Planta D - Rio Grande do Sul;4181
44984;Montador de Carros II;46;28;Masculino;Planta E - São Paulo;3424
44985;Montador de Carros II;30;7;Masculino;Planta A - Bahia;4577
44986;Técnico de Robótica I;24;6;Masculino;Planta E - São Paulo;3354
44987;Montador de Carros II;48;20;Masculino;Planta A - Bahia;3441
44988;Montador de Carros I;50;24;Masculino;Planta B - Rio de Janeiro;1833
44989;Montador de Carros I;45;19;Feminino;Planta E - São Paulo;2804
44990;Montador de Carros II;57;29;Masculino;Planta B - Rio de Janeiro;3112
44991;Montador de Carros I;18;0;Masculino;Planta E - São Paulo;2422
44992;Operador de Máquinas I;59;36;Masculino;Planta D - Rio Grande do Sul;2850
44993;Montador de Carros II;60;35;Masculino;Planta D - Rio Grande do Sul;3892
44994;Montador de Carros I;48;21;Masculino;Planta D - Rio Grande do Sul;3154
44995;Montador de Carros I;51;18;Feminino;Planta D - Rio Grande do Sul;3342
44996;Operador de Máquinas II;54;22;Feminino;Planta E - São Paulo;4004
44997;Operador de Máquinas I;21;1;Masculino;Planta B - Rio de Janeiro;2051
44998;Montador de Carros II;45;25;Feminino;Planta A - Bahia;4936
44999;Montador de Carros II;32;7;Feminino;Planta C - São Paulo;3473
45000;Montador de Carros II;23;1;Masculino;Planta B - Rio de Janeiro;3806
45001;Operador de Máquinas II;61;33;Feminino;Planta C - São Paulo;3438
45002;Operador de Máquinas II;62;28;Feminino;Planta E - São Paulo;4459
45003;Montador de Carros II;33;5;Masculino;Planta B - Rio de Janeiro;3327
45004;Montador de Carros II;57;32;Masculino;Planta C - São Paulo;3179
45005;Montador de Carros II;33;2;Masculino;Planta C - São Paulo;4504
45006;Operador de Máquinas II;47;17;Masculino;Planta E - São Paulo;4591
45007;Técnico de Robótica Especialista;24;1;Feminino;Planta A - Bahia;1956
45008;Operador de Máquinas II;40;21;Feminino;Planta B - Rio de Janeiro;4328
45009;Montador de Carros I;30;10;Masculino;Planta C - São Paulo;2983
45010;Operador de Máquinas I;49;20;Masculino;Planta B - Rio de Janeiro;2095
45011;Montador de Carros I;27;7;Masculino;Planta C - São Paulo;2086
45012;Operador de Máquinas I;45;13;Masculino;Planta A - Bahia;2535
45013;Montador de Carros II;62;28;Masculino;Planta D - Rio Grande do Sul;4089
45014;Operador de Máquinas I;33;1;Feminino;Planta C - São Paulo;3220
45015;Montador de Carros I;52;32;Feminino;Planta B - Rio de Janeiro;2360
45016;Montador de Carros II;55;37;Masculino;Planta A - Bahia;4272
45017;Montador de Carros I;28;9;Feminino;Planta B - Rio de Janeiro;2428
45018;Operador de Máquinas I;47;20;Masculino;Planta C - São Paulo;2586
45019;Montador de Carros II;29;3;Masculino;Planta E - São Paulo;4634
45020;Montador de Carros I;31;7;Feminino;Planta C - São Paulo;2539
45021;Montador de Carros II;52;20;Feminino;Planta C - São Paulo;3116
45022;Montador de Carros II;29;0;Feminino;Planta C - São Paulo;4773
45023;Operador de Máquinas I;45;23;Masculino;Planta E - São Paulo;2689
45024;Operador de Máquinas I;54;34;Feminino;Planta A - Bahia;3291
45025;Engenheiro de Produção Jr;25;2;Masculino;Planta B - Rio de Janeiro;4534
45026;Montador de Carros II;34;2;Feminino;Planta B - Rio de Janeiro;3418
45027;Montador de Carros I;36;14;Masculino;Planta B - Rio de Janeiro;3495
45028;Montador de Carros I;25;1;Feminino;Planta E - São Paulo;1901
45029;Operador de Máquinas I;43;18;Masculino;Planta D - Rio Grande do Sul;3044
45030;Técnico de Robótica Especialista;34;3;Feminino;Planta E - São Paulo;3134
45031;Técnico de Robótica Especialista;51;31;Masculino;Planta B - Rio de Janeiro;2113
45032;Operador de Máquinas II;54;24;Feminino;Planta B - Rio de Janeiro;3367
45033;Técnico de Qualidade II;56;30;Feminino;Planta C - São Paulo;3756
45034;Montador de Carros I;54;20;Feminino;Planta C - São Paulo;2986
45035;Montador de Carros I;51;32;Feminino;Planta B - Rio de Janeiro;3408
45036;Montador de Carros II;22;0;Masculino;Planta C - São Paulo;4594
45037;Operador de Máquinas II;56;37;Feminino;Planta D - Rio Grande do Sul;3268
45038;Montador de Carros I;44;21;Masculino;Planta C - São Paulo;2881
45039;Montador de Carros I;26;4;Feminino;Planta D - Rio Grande do Sul;2243
45040;Técnico de Manutenção Industrial II;22;2;Feminino;Planta C - São Paulo;4927
45041;Montador de Carros II;60;26;Feminino;Planta D - Rio Grande do Sul;3772
45042;Montador de Carros I;51;21;Masculino;Planta D - Rio Grande do Sul;2063
45043;Montador de Carros I;34;2;Masculino;Planta E - São Paulo;3126
45044;Montador de Carros I;57;34;Feminino;Planta A - Bahia;2026
45045;Operador de Máquinas I;35;3;Masculino;Planta C - São Paulo;2338
45046;Operador de Máquinas I;27;4;Masculino;Planta C - São Paulo;3346
45047;Montador de Carros II;60;34;Masculino;Planta A - Bahia;3466
45048;Montador de Carros II;30;1;Feminino;Planta B - Rio de Janeiro;3994
45049;Montador de Carros I;26;6;Masculino;Planta B - Rio de Janeiro;3410
45050;Montador de Carros I;32;4;Masculino;Planta D - Rio Grande do Sul;1990
45051;Montador de Carros II;20;2;Masculino;Planta C - São Paulo;3870
45052;Montador de Carros II;41;9;Feminino;Planta C - São Paulo;3345
45053;Operador de Empilhadeira;27;4;Feminino;Planta C - São Paulo;3022
45054;Técnico de Qualidade I;47;26;Feminino;Planta C - São Paulo;3080
45055;Montador de Carros I;50;23;Feminino;Planta E - São Paulo;1859
45056;Técnico de Robótica I;24;6;Feminino;Planta E - São Paulo;2699
45057;Montador de Carros II;60;25;Masculino;Planta B - Rio de Janeiro;3580
45058;Operador de Empilhadeira;25;4;Feminino;Planta D - Rio Grande do Sul;1903
45059;Montador de Carros II;42;13;Feminino;Planta C - São Paulo;4421
45060;Montador de Carros II;54;24;Masculino;Planta E - São Paulo;3798
45061;Operador de Máquinas II;47;24;Masculino;Planta E - São Paulo;3279
45062;Montador de Carros I;47;24;Masculino;Planta C - São Paulo;2784
45063;Montador de Carros I;61;39;Feminino;Planta E - São Paulo;2861
45064;Técnico de Qualidade I;21;3;Feminino;Planta B - Rio de Janeiro;3479
45065;Montador de Carros I;64;41;Feminino;Planta E - São Paulo;2772
45066;Operador de Máquinas I;44;15;Feminino;Planta D - Rio Grande do Sul;2884
45067;Operador de Empilhadeira;41;14;Feminino;Planta C - São Paulo;2002
45068;Montador de Carros I;56;24;Feminino;Planta C - São Paulo;3326
45069;Montador de Carros I;63;41;Feminino;Planta D - Rio Grande do Sul;2999
45070;Operador de Máquinas I;63;27;Feminino;Planta A - Bahia;1908
45071;Operador de Máquinas I;47;18;Feminino;Planta E - São Paulo;3061
45072;Montador de Carros I;31;3;Feminino;Planta B - Rio de Janeiro;3215
45073;Montador de Carros II;57;30;Masculino;Planta A - Bahia;4752
45074;Engenheiro de Produção Sênior;30;5;Masculino;Planta C - São Paulo;13111
45075;Técnico de Qualidade II;57;32;Feminino;Planta A - Bahia;4250
45076;Técnico de Robótica I;24;6;Feminino;Planta B - Rio de Janeiro;2473
45077;Operador de Máquinas II;28;0;Masculino;Planta E - São Paulo;4875
45078;Montador de Carros II;33;6;Masculino;Planta B - Rio de Janeiro;4896
45079;Operador de Máquinas I;43;11;Masculino;Planta D - Rio Grande do Sul;3324
45080;Operador de Empilhadeira;48;22;Masculino;Planta C - São Paulo;3086
45081;Montador de Carros II;25;0;Masculino;Planta D - Rio Grande do Sul;3804
45082;Operador de Máquinas II;43;16;Masculino;Planta D - Rio Grande do Sul;4601
45083;Montador de Carros I;23;4;Masculino;Planta C - São Paulo;3388
45084;Montador de Carros I;37;18;Masculino;Planta A - Bahia;2391
45085;Montador de Carros II;44;25;Feminino;Planta A - Bahia;3903
45086;Montador de Carros I;44;24;Masculino;Planta C - São Paulo;2824
45087;Montador de Carros I;50;23;Feminino;Planta C - São Paulo;2945
45088;Montador de Carros II;34;13;Masculino;Planta E - São Paulo;4323
45089;Operador de Máquinas I;57;24;Masculino;Planta B - Rio de Janeiro;2737
45090;Operador de Máquinas I;36;12;Feminino;Planta C - São Paulo;2307
45091;Montador de Carros I;25;3;Feminino;Planta B - Rio de Janeiro;3490
45092;Operador de Máquinas II;30;5;Feminino;Planta B - Rio de Janeiro;3273
45093;Montador de Carros II;24;1;Masculino;Planta C - São Paulo;4679
45094;Operador de Máquinas I;47;28;Feminino;Planta B - Rio de Janeiro;3487
45095;Montador de Carros II;49;16;Masculino;Planta D - Rio Grande do Sul;4438
45096;Montador de Carros II;26;2;Masculino;Planta C - São Paulo;4178
45097;Operador de Máquinas II;56;26;Feminino;Planta E - São Paulo;3833
45098;Operador de Máquinas I;24;4;Masculino;Planta C - São Paulo;2193
45099;Montador de Carros I;55;37;Masculino;Planta E - São Paulo;2921
45100;Montador de Carros I;22;3;Masculino;Planta B - Rio de Janeiro;2940
45101;Montador de Carros II;53;20;Masculino;Planta C - São Paulo;3529
45102;Operador de Máquinas I;39;12;Feminino;Planta D - Rio Grande do Sul;2543
45103;Operador de Máquinas I;20;1;Feminino;Planta A - Bahia;2584
45104;Operador de Máquinas II;32;3;Feminino;Planta E - São Paulo;3195
45105;Operador de Máquinas I;58;38;Feminino;Planta B - Rio de Janeiro;2296
45106;Montador de Carros II;53;20;Feminino;Planta B - Rio de Janeiro;4674
45107;Montador de Carros I;33;13;Feminino;Planta A - Bahia;2030
45108;Operador de Máquinas I;60;39;Masculino;Planta E - São Paulo;2672
45109;Montador de Carros II;25;6;Feminino;Planta E - São Paulo;4960
45110;Operador de Máquinas II;59;26;Feminino;Planta B - Rio de Janeiro;3189
45111;Montador de Carros I;64;42;Masculino;Planta A - Bahia;2044
45112;Montador de Carros I;42;19;Masculino;Planta C - São Paulo;1921
45113;Engenheiro de Produção Jr;26;4;Feminino;Planta E - São Paulo;5262
45114;Montador de Carros I;39;6;Feminino;Planta B - Rio de Janeiro;3416
45115;Montador de Carros I;45;15;Feminino;Planta E - São Paulo;3497
45116;Operador de Máquinas II;23;5;Masculino;Planta D - Rio Grande do Sul;3358
45117;Montador de Carros I;51;30;Masculino;Planta C - São Paulo;1900
45118;Técnico de Qualidade I;24;5;Feminino;Planta B - Rio de Janeiro;3300
45119;Montador de Carros II;39;12;Feminino;Planta B - Rio de Janeiro;5000
45120;Montador de Carros I;46;28;Feminino;Planta B - Rio de Janeiro;1925
45121;Montador de Carros I;31;1;Feminino;Planta C - São Paulo;2697
45122;Técnico de Robótica Especialista;30;6;Masculino;Planta C - São Paulo;2873
45123;Montador de Carros II;59;33;Feminino;Planta E - São Paulo;4539
45124;Técnico de Qualidade I;32;2;Masculino;Planta B - Rio de Janeiro;3315
45125;Montador de Carros I;61;32;Masculino;Planta B - Rio de Janeiro;3351
45126;Operador de Máquinas I;53;26;Masculino;Planta C - São Paulo;3178
45127;Montador de Carros II;50;15;Masculino;Planta C - São Paulo;4375
45128;Montador de Carros II;25;3;Feminino;Planta E - São Paulo;3480
45129;Montador de Carros II;57;30;Feminino;Planta D - Rio Grande do Sul;4517
45130;Operador de Máquinas II;35;11;Feminino;Planta D - Rio Grande do Sul;4330
45131;Operador de Máquinas II;18;0;Masculino;Planta C - São Paulo;4125
45132;Montador de Carros I;27;3;Masculino;Planta C - São Paulo;2822
45133;Montador de Carros I;62;38;Feminino;Planta A - Bahia;1882
45134;Operador de Máquinas I;28;3;Feminino;Planta A - Bahia;2689
45135;Operador de Máquinas II;34;5;Masculino;Planta A - Bahia;3196
45136;Montador de Carros I;30;4;Masculino;Planta C - São Paulo;2995
45137;Engenheiro de Produção Sênior;44;26;Feminino;Planta A - Bahia;13273
45138;Montador de Carros II;32;8;Feminino;Planta C - São Paulo;4224
45139;Operador de Máquinas II;59;33;Masculino;Planta B - Rio de Janeiro;4504
45140;Montador de Carros I;46;21;Masculino;Planta A - Bahia;2314
45141;Operador de Máquinas II;18;0;Feminino;Planta A - Bahia;3924
45142;Operador de Máquinas I;22;1;Feminino;Planta E - São Paulo;2883
45143;Operador de Máquinas II;56;36;Masculino;Planta B - Rio de Janeiro;4588
45144;Operador de Máquinas II;57;25;Feminino;Planta A - Bahia;4382
45145;Montador de Carros I;45;17;Masculino;Planta A - Bahia;2008
45146;Montador de Carros II;45;20;Masculino;Planta D - Rio Grande do Sul;3847
45147;Montador de Carros II;49;31;Masculino;Planta E - São Paulo;3354
45148;Engenheiro de Produção Sênior;52;19;Feminino;Planta C - São Paulo;12997
45149;Montador de Carros II;45;25;Feminino;Planta E - São Paulo;3580
45150;Operador de Empilhadeira;45;26;Feminino;Planta C - São Paulo;2876
45151;Montador de Carros II;42;18;Feminino;Planta C - São Paulo;3844
45152;Técnico de Manutenção Industrial II;50;20;Feminino;Planta B - Rio de Janeiro;4938
45153;Montador de Carros I;60;30;Masculino;Planta B - Rio de Janeiro;2160
45154;Operador de Empilhadeira;24;1;Feminino;Planta A - Bahia;2137
45155;Montador de Carros II;24;5;Feminino;Planta A - Bahia;4134
45156;Engenheiro de Produção Sênior;43;11;Feminino;Planta E - São Paulo;12240
45157;Engenheiro de Produção Sênior;64;42;Feminino;Planta B - Rio de Janeiro;11941
45158;Técnico de Qualidade II;38;18;Feminino;Planta A - Bahia;4584
45159;Técnico de Qualidade I;48;26;Feminino;Planta D - Rio Grande do Sul;2878
45160;Técnico de Qualidade II;49;26;Feminino;Planta A - Bahia;4629
45161;Montador de Carros I;61;35;Masculino;Planta D - Rio Grande do Sul;3411
45162;Montador de Carros I;50;16;Feminino;Planta E - São Paulo;3353
45163;Técnico de Manutenção Industrial II;36;8;Feminino;Planta E - São Paulo;4716
45164;Operador de Máquinas II;60;32;Masculino;Planta C - São Paulo;4141
45165;Operador de Máquinas I;28;7;Masculino;Planta B - Rio de Janeiro;2392
45166;Montador de Carros I;57;31;Feminino;Planta B - Rio de Janeiro;2456
45167;Montador de Carros II;64;44;Feminino;Planta B - Rio de Janeiro;3758
45168;Montador de Carros II;20;2;Masculino;Planta B - Rio de Janeiro;3734
45169;Montador de Carros II;55;27;Masculino;Planta C - São Paulo;4687
45170;Montador de Carros II;31;0;Masculino;Planta C - São Paulo;3957
45171;Técnico de Manutenção Industrial II;42;17;Feminino;Planta C - São Paulo;4980
45172;Montador de Carros II;56;34;Feminino;Planta B - Rio de Janeiro;3273
45173;Montador de Carros II;58;25;Feminino;Planta E - São Paulo;4809
45174;Operador de Máquinas II;28;3;Masculino;Planta E - São Paulo;3533
45175;Engenheiro de Produção Sênior;31;4;Masculino;Planta A - Bahia;11960
45176;Montador de Carros II;46;21;Feminino;Planta C - São Paulo;4303
45177;Montador de Carros II;58;25;Masculino;Planta B - Rio de Janeiro;3476
45178;Operador de Máquinas II;21;1;Masculino;Planta C - São Paulo;4411
45179;Montador de Carros II;53;23;Masculino;Planta D - Rio Grande do Sul;4878
45180;Operador de Máquinas I;23;2;Feminino;Planta C - São Paulo;2269
45181;Operador de Máquinas II;34;11;Feminino;Planta B - Rio de Janeiro;4454
45182;Operador de Máquinas II;35;11;Masculino;Planta B - Rio de Janeiro;3021
45183;Montador de Carros II;26;8;Feminino;Planta C - São Paulo;3871
45184;Montador de Carros I;24;6;Feminino;Planta D - Rio Grande do Sul;2138
45185;Montador de Carros I;22;1;Masculino;Planta E - São Paulo;2192
45186;Montador de Carros II;32;11;Masculino;Planta E - São Paulo;4302
45187;Montador de Carros I;52;29;Feminino;Planta A - Bahia;2398
45188;Montador de Carros II;59;36;Feminino;Planta A - Bahia;4782
45189;Montador de Carros I;64;39;Feminino;Planta B - Rio de Janeiro;3278
45190;Montador de Carros II;21;1;Feminino;Planta B - Rio de Janeiro;3228
45191;Operador de Máquinas I;55;20;Feminino;Planta D - Rio Grande do Sul;2221
45192;Engenheiro de Produção Jr;25;1;Masculino;Planta A - Bahia;5478
45193;Operador de Máquinas I;38;14;Feminino;Planta B - Rio de Janeiro;2158
45194;Montador de Carros II;42;18;Feminino;Planta C - São Paulo;4146
45195;Operador de Máquinas I;27;2;Masculino;Planta C - São Paulo;3368
45196;Montador de Carros I;50;30;Masculino;Planta C - São Paulo;2332
45197;Montador de Carros I;25;2;Masculino;Planta C - São Paulo;3326
45198;Montador de Carros II;54;26;Feminino;Planta C - São Paulo;4910
45199;Montador de Carros I;19;1;Masculino;Planta E - São Paulo;2720
45200;Operador de Máquinas I;53;26;Masculino;Planta E - São Paulo;2118
45201;Montador de Carros II;47;26;Feminino;Planta D - Rio Grande do Sul;3883
45202;Montador de Carros I;21;3;Feminino;Planta B - Rio de Janeiro;3109
